location,info
Cádiz,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 20, 'end': 21, 'body': '|', 'confidence': 0.8389, 'entities': [], 'suggested': True, 'value': '|', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 98, 'end': 103, 'body': 'Cádiz', 'confidence': 0.926, 'entities': [], 'suggested': True, 'value': 'Cádiz', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 107, 'end': 120, 'body': 'San Sebastián', 'confidence': 0.9168, 'entities': [], 'suggested': True, 'value': 'San Sebastián', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 136, 'end': 141, 'body': 'Santa', 'confidence': 0.8638, 'entities': [], 'suggested': True, 'value': 'Santa', 'type': 'value'}]"
San Sebastián,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 20, 'end': 21, 'body': '|', 'confidence': 0.8389, 'entities': [], 'suggested': True, 'value': '|', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 98, 'end': 103, 'body': 'Cádiz', 'confidence': 0.926, 'entities': [], 'suggested': True, 'value': 'Cádiz', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 107, 'end': 120, 'body': 'San Sebastián', 'confidence': 0.9168, 'entities': [], 'suggested': True, 'value': 'San Sebastián', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 136, 'end': 141, 'body': 'Santa', 'confidence': 0.8638, 'entities': [], 'suggested': True, 'value': 'Santa', 'type': 'value'}]"
Santa,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 20, 'end': 21, 'body': '|', 'confidence': 0.8389, 'entities': [], 'suggested': True, 'value': '|', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 98, 'end': 103, 'body': 'Cádiz', 'confidence': 0.926, 'entities': [], 'suggested': True, 'value': 'Cádiz', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 107, 'end': 120, 'body': 'San Sebastián', 'confidence': 0.9168, 'entities': [], 'suggested': True, 'value': 'San Sebastián', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 136, 'end': 141, 'body': 'Santa', 'confidence': 0.8638, 'entities': [], 'suggested': True, 'value': 'Santa', 'type': 'value'}]"
Sonsonate,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 162, 'end': 171, 'body': 'Sonsonate', 'confidence': 0.8081, 'entities': [], 'suggested': True, 'value': 'Sonsonate', 'type': 'value'}]"
| Orellana,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 20, 'end': 30, 'body': '| Orellana', 'confidence': 0.9019, 'entities': [], 'suggested': True, 'value': '| Orellana', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 34, 'end': 44, 'body': 'uno de los', 'confidence': 0.8801, 'entities': [], 'suggested': True, 'value': 'uno de los', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 194, 'end': 203, 'body': 'Francisco', 'confidence': 0.851, 'entities': [], 'suggested': True, 'value': 'Francisco', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 215, 'end': 226, 'body': 'Ahuachapán', 'confidence': 0.989, 'entities': [], 'suggested': True, 'value': 'Ahuachapán', 'type': 'value'}]"
uno de los,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 20, 'end': 30, 'body': '| Orellana', 'confidence': 0.9019, 'entities': [], 'suggested': True, 'value': '| Orellana', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 34, 'end': 44, 'body': 'uno de los', 'confidence': 0.8801, 'entities': [], 'suggested': True, 'value': 'uno de los', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 194, 'end': 203, 'body': 'Francisco', 'confidence': 0.851, 'entities': [], 'suggested': True, 'value': 'Francisco', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 215, 'end': 226, 'body': 'Ahuachapán', 'confidence': 0.989, 'entities': [], 'suggested': True, 'value': 'Ahuachapán', 'type': 'value'}]"
Francisco,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 20, 'end': 30, 'body': '| Orellana', 'confidence': 0.9019, 'entities': [], 'suggested': True, 'value': '| Orellana', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 34, 'end': 44, 'body': 'uno de los', 'confidence': 0.8801, 'entities': [], 'suggested': True, 'value': 'uno de los', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 194, 'end': 203, 'body': 'Francisco', 'confidence': 0.851, 'entities': [], 'suggested': True, 'value': 'Francisco', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 215, 'end': 226, 'body': 'Ahuachapán', 'confidence': 0.989, 'entities': [], 'suggested': True, 'value': 'Ahuachapán', 'type': 'value'}]"
Ahuachapán,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 20, 'end': 30, 'body': '| Orellana', 'confidence': 0.9019, 'entities': [], 'suggested': True, 'value': '| Orellana', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 34, 'end': 44, 'body': 'uno de los', 'confidence': 0.8801, 'entities': [], 'suggested': True, 'value': 'uno de los', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 194, 'end': 203, 'body': 'Francisco', 'confidence': 0.851, 'entities': [], 'suggested': True, 'value': 'Francisco', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 215, 'end': 226, 'body': 'Ahuachapán', 'confidence': 0.989, 'entities': [], 'suggested': True, 'value': 'Ahuachapán', 'type': 'value'}]"
Delgado se hacía pasar como pastor de una iglesia,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 22, 'end': 72, 'body': 'Delgado se hacía pasar como pastor de una iglesia', 'confidence': 0.7244, 'entities': [], 'suggested': True, 'value': 'Delgado se hacía pasar como pastor de una iglesia', 'type': 'value'}]"
SeguridadCiudadana | Milton Moisés Delgado Valladares,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 1, 'end': 54, 'body': 'SeguridadCiudadana | Milton Moisés Delgado Valladares', 'confidence': 0.9134, 'entities': [], 'suggested': True, 'value': 'SeguridadCiudadana | Milton Moisés Delgado Valladares', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 76, 'end': 97, 'body': 'José Roberto Orellana', 'confidence': 0.8954, 'entities': [], 'suggested': True, 'value': 'José Roberto Orellana', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 201, 'end': 205, 'body': 'Cara', 'confidence': 0.714, 'entities': [], 'suggested': True, 'value': 'Cara', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 213, 'end': 224, 'body': 'Ahuachapán', 'confidence': 0.972, 'entities': [], 'suggested': True, 'value': 'Ahuachapán', 'type': 'value'}]"
José Roberto Orellana,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 1, 'end': 54, 'body': 'SeguridadCiudadana | Milton Moisés Delgado Valladares', 'confidence': 0.9134, 'entities': [], 'suggested': True, 'value': 'SeguridadCiudadana | Milton Moisés Delgado Valladares', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 76, 'end': 97, 'body': 'José Roberto Orellana', 'confidence': 0.8954, 'entities': [], 'suggested': True, 'value': 'José Roberto Orellana', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 201, 'end': 205, 'body': 'Cara', 'confidence': 0.714, 'entities': [], 'suggested': True, 'value': 'Cara', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 213, 'end': 224, 'body': 'Ahuachapán', 'confidence': 0.972, 'entities': [], 'suggested': True, 'value': 'Ahuachapán', 'type': 'value'}]"
Cara,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 1, 'end': 54, 'body': 'SeguridadCiudadana | Milton Moisés Delgado Valladares', 'confidence': 0.9134, 'entities': [], 'suggested': True, 'value': 'SeguridadCiudadana | Milton Moisés Delgado Valladares', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 76, 'end': 97, 'body': 'José Roberto Orellana', 'confidence': 0.8954, 'entities': [], 'suggested': True, 'value': 'José Roberto Orellana', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 201, 'end': 205, 'body': 'Cara', 'confidence': 0.714, 'entities': [], 'suggested': True, 'value': 'Cara', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 213, 'end': 224, 'body': 'Ahuachapán', 'confidence': 0.972, 'entities': [], 'suggested': True, 'value': 'Ahuachapán', 'type': 'value'}]"
Ahuachapán,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 1, 'end': 54, 'body': 'SeguridadCiudadana | Milton Moisés Delgado Valladares', 'confidence': 0.9134, 'entities': [], 'suggested': True, 'value': 'SeguridadCiudadana | Milton Moisés Delgado Valladares', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 76, 'end': 97, 'body': 'José Roberto Orellana', 'confidence': 0.8954, 'entities': [], 'suggested': True, 'value': 'José Roberto Orellana', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 201, 'end': 205, 'body': 'Cara', 'confidence': 0.714, 'entities': [], 'suggested': True, 'value': 'Cara', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 213, 'end': 224, 'body': 'Ahuachapán', 'confidence': 0.972, 'entities': [], 'suggested': True, 'value': 'Ahuachapán', 'type': 'value'}]"
"Cangrejera, Izalco, Sonsonate","[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 36, 'end': 65, 'body': 'Cangrejera, Izalco, Sonsonate', 'confidence': 0.7651, 'entities': [], 'suggested': True, 'value': 'Cangrejera, Izalco, Sonsonate', 'type': 'value'}]"
SeguridadCiudadana | 1,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 1, 'end': 23, 'body': 'SeguridadCiudadana | 1', 'confidence': 0.8907, 'entities': [], 'suggested': True, 'value': 'SeguridadCiudadana | 1', 'type': 'value'}]"
SeguridadCiudadana | El Ministro de,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 1, 'end': 36, 'body': 'SeguridadCiudadana | El Ministro de', 'confidence': 0.9131, 'entities': [], 'suggested': True, 'value': 'SeguridadCiudadana | El Ministro de', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 93, 'end': 94, 'body': '1', 'confidence': 0.8847, 'entities': [], 'suggested': True, 'value': '1', 'type': 'value'}]"
1,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 1, 'end': 36, 'body': 'SeguridadCiudadana | El Ministro de', 'confidence': 0.9131, 'entities': [], 'suggested': True, 'value': 'SeguridadCiudadana | El Ministro de', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 93, 'end': 94, 'body': '1', 'confidence': 0.8847, 'entities': [], 'suggested': True, 'value': '1', 'type': 'value'}]"
SeguridadCiudadana |,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 1, 'end': 21, 'body': 'SeguridadCiudadana |', 'confidence': 0.8834, 'entities': [], 'suggested': True, 'value': 'SeguridadCiudadana |', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 147, 'end': 158, 'body': 'Ahuachapán', 'confidence': 0.9863, 'entities': [], 'suggested': True, 'value': 'Ahuachapán', 'type': 'value'}]"
Ahuachapán,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 1, 'end': 21, 'body': 'SeguridadCiudadana |', 'confidence': 0.8834, 'entities': [], 'suggested': True, 'value': 'SeguridadCiudadana |', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 147, 'end': 158, 'body': 'Ahuachapán', 'confidence': 0.9863, 'entities': [], 'suggested': True, 'value': 'Ahuachapán', 'type': 'value'}]"
"Soyapango, Ilopango","[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 51, 'end': 70, 'body': 'Soyapango, Ilopango', 'confidence': 0.9293, 'entities': [], 'suggested': True, 'value': 'Soyapango, Ilopango', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 73, 'end': 83, 'body': 'San Martín', 'confidence': 0.9358, 'entities': [], 'suggested': True, 'value': 'San Martín', 'type': 'value'}]"
San Martín,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 51, 'end': 70, 'body': 'Soyapango, Ilopango', 'confidence': 0.9293, 'entities': [], 'suggested': True, 'value': 'Soyapango, Ilopango', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 73, 'end': 83, 'body': 'San Martín', 'confidence': 0.9358, 'entities': [], 'suggested': True, 'value': 'San Martín', 'type': 'value'}]"
"Pasaquina, La Unión, a Daniel Amaya Moreno,","[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 43, 'end': 86, 'body': 'Pasaquina, La Unión, a Daniel Amaya Moreno,', 'confidence': 0.9164, 'entities': [], 'suggested': True, 'value': 'Pasaquina, La Unión, a Daniel Amaya Moreno,', 'type': 'value'}]"
SeguridadCiudadana | Celia Marisol Huezo Rosales,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 1, 'end': 49, 'body': 'SeguridadCiudadana | Celia Marisol Huezo Rosales', 'confidence': 0.9305, 'entities': [], 'suggested': True, 'value': 'SeguridadCiudadana | Celia Marisol Huezo Rosales', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 87, 'end': 221, 'body': 'La Paz, por el delito de agrupaciones ilícitas.\n\nElla se encargaba de controlar y cobrar extorsiones en las cercanías del río Jiboa', 'confidence': 0.9397, 'entities': [], 'suggested': True, 'value': 'La Paz, por el delito de agrupaciones ilícitas.\n\nElla se encargaba de controlar y cobrar extorsiones en las cercanías del río Jiboa', 'type': 'value'}]"
"La Paz, por el delito de agrupaciones ilícitas.

Ella se encargaba de controlar y cobrar extorsiones en las cercanías del río Jiboa","[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 1, 'end': 49, 'body': 'SeguridadCiudadana | Celia Marisol Huezo Rosales', 'confidence': 0.9305, 'entities': [], 'suggested': True, 'value': 'SeguridadCiudadana | Celia Marisol Huezo Rosales', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 87, 'end': 221, 'body': 'La Paz, por el delito de agrupaciones ilícitas.\n\nElla se encargaba de controlar y cobrar extorsiones en las cercanías del río Jiboa', 'confidence': 0.9397, 'entities': [], 'suggested': True, 'value': 'La Paz, por el delito de agrupaciones ilícitas.\n\nElla se encargaba de controlar y cobrar extorsiones en las cercanías del río Jiboa', 'type': 'value'}]"
SeguridadCiudadana | Propietario,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 1, 'end': 33, 'body': 'SeguridadCiudadana | Propietario', 'confidence': 0.9112, 'entities': [], 'suggested': True, 'value': 'SeguridadCiudadana | Propietario', 'type': 'value'}]"
Hernández,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 136, 'end': 147, 'body': 'Hernández', 'confidence': 0.5721, 'entities': [], 'suggested': True, 'value': 'Hernández', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 234, 'end': 242, 'body': 'Cojutepe', 'confidence': 0.9559, 'entities': [], 'suggested': True, 'value': 'Cojutepe', 'type': 'value'}]"
Cojutepe,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 136, 'end': 147, 'body': 'Hernández', 'confidence': 0.5721, 'entities': [], 'suggested': True, 'value': 'Hernández', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 234, 'end': 242, 'body': 'Cojutepe', 'confidence': 0.9559, 'entities': [], 'suggested': True, 'value': 'Cojutepe', 'type': 'value'}]"
Sarbia Maldonado Salgado,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 62, 'end': 86, 'body': 'Sarbia Maldonado Salgado', 'confidence': 0.9341, 'entities': [], 'suggested': True, 'value': 'Sarbia Maldonado Salgado', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 205, 'end': 220, 'body': 'del Pino, Cdad.', 'confidence': 0.7338, 'entities': [], 'suggested': True, 'value': 'del Pino, Cdad.', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 230, 'end': 243, 'body': 'San Salvador.', 'confidence': 0.887, 'entities': [], 'suggested': True, 'value': 'San Salvador.', 'type': 'value'}]"
"del Pino, Cdad.","[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 62, 'end': 86, 'body': 'Sarbia Maldonado Salgado', 'confidence': 0.9341, 'entities': [], 'suggested': True, 'value': 'Sarbia Maldonado Salgado', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 205, 'end': 220, 'body': 'del Pino, Cdad.', 'confidence': 0.7338, 'entities': [], 'suggested': True, 'value': 'del Pino, Cdad.', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 230, 'end': 243, 'body': 'San Salvador.', 'confidence': 0.887, 'entities': [], 'suggested': True, 'value': 'San Salvador.', 'type': 'value'}]"
San Salvador.,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 62, 'end': 86, 'body': 'Sarbia Maldonado Salgado', 'confidence': 0.9341, 'entities': [], 'suggested': True, 'value': 'Sarbia Maldonado Salgado', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 205, 'end': 220, 'body': 'del Pino, Cdad.', 'confidence': 0.7338, 'entities': [], 'suggested': True, 'value': 'del Pino, Cdad.', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 230, 'end': 243, 'body': 'San Salvador.', 'confidence': 0.887, 'entities': [], 'suggested': True, 'value': 'San Salvador.', 'type': 'value'}]"
La,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 89, 'end': 91, 'body': 'La', 'confidence': 0.8479, 'entities': [], 'suggested': True, 'value': 'La', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 101, 'end': 106, 'body': 'Nueva', 'confidence': 0.9132, 'entities': [], 'suggested': True, 'value': 'Nueva', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 112, 'end': 157, 'body': 'cantón Potrero de Batres, San Isidro, Cabañas', 'confidence': 0.8963, 'entities': [], 'suggested': True, 'value': 'cantón Potrero de Batres, San Isidro, Cabañas', 'type': 'value'}]"
Nueva,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 89, 'end': 91, 'body': 'La', 'confidence': 0.8479, 'entities': [], 'suggested': True, 'value': 'La', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 101, 'end': 106, 'body': 'Nueva', 'confidence': 0.9132, 'entities': [], 'suggested': True, 'value': 'Nueva', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 112, 'end': 157, 'body': 'cantón Potrero de Batres, San Isidro, Cabañas', 'confidence': 0.8963, 'entities': [], 'suggested': True, 'value': 'cantón Potrero de Batres, San Isidro, Cabañas', 'type': 'value'}]"
"cantón Potrero de Batres, San Isidro, Cabañas","[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 89, 'end': 91, 'body': 'La', 'confidence': 0.8479, 'entities': [], 'suggested': True, 'value': 'La', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 101, 'end': 106, 'body': 'Nueva', 'confidence': 0.9132, 'entities': [], 'suggested': True, 'value': 'Nueva', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 112, 'end': 157, 'body': 'cantón Potrero de Batres, San Isidro, Cabañas', 'confidence': 0.8963, 'entities': [], 'suggested': True, 'value': 'cantón Potrero de Batres, San Isidro, Cabañas', 'type': 'value'}]"
"SeguridadCiudadana | Juan Carlos Herrera Ramírez, alias Manota","[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 1, 'end': 63, 'body': 'SeguridadCiudadana | Juan Carlos Herrera Ramírez, alias Manota', 'confidence': 0.9232, 'entities': [], 'suggested': True, 'value': 'SeguridadCiudadana | Juan Carlos Herrera Ramírez, alias Manota', 'type': 'value'}]"
La Libertad,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 63, 'end': 74, 'body': 'La Libertad', 'confidence': 0.8998, 'entities': [], 'suggested': True, 'value': 'La Libertad', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 89, 'end': 93, 'body': 'Luis', 'confidence': 0.8644, 'entities': [], 'suggested': True, 'value': 'Luis', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 232, 'end': 233, 'body': 'yo', 'confidence': 0.9972, 'entities': [], 'suggested': True, 'value': 'yo', 'type': 'value'}]"
Luis,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 63, 'end': 74, 'body': 'La Libertad', 'confidence': 0.8998, 'entities': [], 'suggested': True, 'value': 'La Libertad', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 89, 'end': 93, 'body': 'Luis', 'confidence': 0.8644, 'entities': [], 'suggested': True, 'value': 'Luis', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 232, 'end': 233, 'body': 'yo', 'confidence': 0.9972, 'entities': [], 'suggested': True, 'value': 'yo', 'type': 'value'}]"
yo,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 63, 'end': 74, 'body': 'La Libertad', 'confidence': 0.8998, 'entities': [], 'suggested': True, 'value': 'La Libertad', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 89, 'end': 93, 'body': 'Luis', 'confidence': 0.8644, 'entities': [], 'suggested': True, 'value': 'Luis', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 232, 'end': 233, 'body': 'yo', 'confidence': 0.9972, 'entities': [], 'suggested': True, 'value': 'yo', 'type': 'value'}]"
SeguridadCiudadana | Elementos,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 1, 'end': 31, 'body': 'SeguridadCiudadana | Elementos', 'confidence': 0.8947, 'entities': [], 'suggested': True, 'value': 'SeguridadCiudadana | Elementos', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 105, 'end': 155, 'body': 'la urbanización La Gloria, Mejicanos, San Salvador', 'confidence': 0.9121, 'entities': [], 'suggested': True, 'value': 'la urbanización La Gloria, Mejicanos, San Salvador', 'type': 'value'}]"
"la urbanización La Gloria, Mejicanos, San Salvador","[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 1, 'end': 31, 'body': 'SeguridadCiudadana | Elementos', 'confidence': 0.8947, 'entities': [], 'suggested': True, 'value': 'SeguridadCiudadana | Elementos', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 105, 'end': 155, 'body': 'la urbanización La Gloria, Mejicanos, San Salvador', 'confidence': 0.9121, 'entities': [], 'suggested': True, 'value': 'la urbanización La Gloria, Mejicanos, San Salvador', 'type': 'value'}]"
| Capturan,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 20, 'end': 30, 'body': '| Capturan', 'confidence': 0.8943, 'entities': [], 'suggested': True, 'value': '| Capturan', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 142, 'end': 169, 'body': 'Tecuma en Izalco, Sonsonate', 'confidence': 0.5222, 'entities': [], 'suggested': True, 'value': 'Tecuma en Izalco, Sonsonate', 'type': 'value'}]"
"Tecuma en Izalco, Sonsonate","[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 20, 'end': 30, 'body': '| Capturan', 'confidence': 0.8943, 'entities': [], 'suggested': True, 'value': '| Capturan', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 142, 'end': 169, 'body': 'Tecuma en Izalco, Sonsonate', 'confidence': 0.5222, 'entities': [], 'suggested': True, 'value': 'Tecuma en Izalco, Sonsonate', 'type': 'value'}]"
Elmer,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 42, 'end': 47, 'body': 'Elmer', 'confidence': 0.8589, 'entities': [], 'suggested': True, 'value': 'Elmer', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 159, 'end': 169, 'body': 'San Miguel', 'confidence': 0.871, 'entities': [], 'suggested': True, 'value': 'San Miguel', 'type': 'value'}]"
San Miguel,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 42, 'end': 47, 'body': 'Elmer', 'confidence': 0.8589, 'entities': [], 'suggested': True, 'value': 'Elmer', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 159, 'end': 169, 'body': 'San Miguel', 'confidence': 0.871, 'entities': [], 'suggested': True, 'value': 'San Miguel', 'type': 'value'}]"
Chalatenango,"[{'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 34, 'end': 46, 'body': 'Chalatenango', 'confidence': 0.8198, 'entities': [], 'suggested': True, 'value': 'Chalatenango', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 50, 'end': 60, 'body': 'pandillero', 'confidence': 0.916, 'entities': [], 'suggested': True, 'value': 'pandillero', 'type': 'value'}, {'id': '3233198566948636', 'name': 'wit$location', 'role': 'location', 'start': 62, 'end': 82, 'body': 'Manuel León Menjívar', 'confidence': 0.9277, 'entities': [], 'suggested': True, 'value': 'Manuel León Menjívar', 'type': 'value'}]"
